postid,posttext,posttime,gameid,posttitle,userid,actionid,filter,rawposttext
580,"thanks, WC, no modkill for people who run the site :P<br>
<br>
nice spoiler tag, btw","07/24/08 13:28:35",40,,22,-1,0,"thanks, WC, no modkill for people who run the site :P

nice spoiler tag, btw"
581,"Oh yeah, and yes, it would definitely be desired<br>
<br>
edit: it would be best if the mafia discussion thread could be locked and unlocked seperately.","07/24/08 13:28:55",40,,22,-1,0,"Oh yeah, and yes, it would definitely be desired

edit: it would be best if the mafia discussion thread could be locked and unlocked seperately."
582,"add to this that it's simply a dumb thing to do, when you're supposed to be speculating and discussing instead.","07/24/08 13:30:18",31,,22,-1,0,"add to this that it's simply a dumb thing to do, when you're supposed to be speculating and discussing instead."
583,"Yeah, I think killing WC is a good idea.","07/24/08 14:30:33",40,,28,147,2,"Yeah, I think killing WC is a good idea."
584,"Vote mafiaSSK because hes a SK and a mafia and a survivor. He needs to DIE.","07/24/08 14:36:42",31,,28,148,0,"Vote mafiaSSK because hes a SK and a mafia and a survivor. He needs to DIE."
585,"Gotcha.","07/24/08 15:36:49",40,,22,-1,2,"Gotcha."
586,"The mafia has made its decision. Thread is locked, flavor being written.","07/24/08 15:37:38",40,,22,-1,0,"The mafia has made its decision. Thread is locked, flavor being written."
587,"You hear the sound of scuffling and grunts, much like someone being beaten senseless. The mafia has made their decision, it seems. You sigh a sigh of relief. Thank god it's not you. But you still have the game to win if you want to survive. Ah well. Life, as hard as it is, goes on.<br>
<br>
Your blindfold is removed. You see a broken body lying in a small pool of blood, a jester hat lying beside it. The guy had been beaten up so much he was hard to recognize, but past the broken nose and jaw, and the bruised cheeks, you see weatheredclown's never-fading grin, still smiling at the irony, his glassy eyes glistening with blood and tears, laughing at the universe. At least he found it funny, you think. You don't. You can't afford a sense of humor as of now. Life, and the game, goes on.<br>
<br>
weatheredclown, villager, has been caressed to a pulp.<br>
<br>
The Boss rings his little bell, and the five of you remaining start discussion.<br>
<br>
It is now Day 2. Lynch the bastards!","07/24/08 15:48:05",40,,22,-1,0,"You hear the sound of scuffling and grunts, much like someone being beaten senseless. The mafia has made their decision, it seems. You sigh a sigh of relief. Thank god it's not you. But you still have the game to win if you want to survive. Ah well. Life, as hard as it is, goes on.

Your blindfold is removed. You see a broken body lying in a small pool of blood, a jester hat lying beside it. The guy had been beaten up so much he was hard to recognize, but past the broken nose and jaw, and the bruised cheeks, you see weatheredclown's never-fading grin, still smiling at the irony, his glassy eyes glistening with blood and tears, laughing at the universe. At least he found it funny, you think. You don't. You can't afford a sense of humor as of now. Life, and the game, goes on.

weatheredclown, villager, has been caressed to a pulp.

The Boss rings his little bell, and the five of you remaining start discussion.

It is now Day 2. Lynch the bastards!"
588,,"07/24/08 15:48:53",40,"Day 2",22,-1,0,
589,"hold on, timeout I think something is wrong here.<br>
<br>
I am guardian which I assume is doctor and I targeted clown night 1.  So either I am something that I dont know what I really am or doctor protection isnt working right.<br>
<br>
oh yeah, I believe the Snict claim at this point so its massclaim time","07/24/08 15:51:24",40,,21,149,0,"hold on, timeout I think something is wrong here.

I am guardian which I assume is doctor and I targeted clown night 1.  So either I am something that I dont know what I really am or doctor protection isnt working right.

oh yeah, I believe the Snict claim at this point so its massclaim time"
590,"wait wait wait. this is confusing. I'm probably doing this wrong, then. I was killing the lynch and NK targets manually. let's revive WC for now, I'm gonna ask him to show me how I fucked up.<br>
<br>
questions. how should I get the doc night action? is there an auto-mechanism for setting the kills which I'm overriding?","07/24/08 15:55:21",40,,22,-1,0,"wait wait wait. this is confusing. I'm probably doing this wrong, then. I was killing the lynch and NK targets manually. let's revive WC for now, I'm gonna ask him to show me how I fucked up.

questions. how should I get the doc night action? is there an auto-mechanism for setting the kills which I'm overriding?"
591,"Hello, all. I look forward to many profitable discussions on the exploitation - err - exploration of these newly discovered lands. King Ronard will surely reward us for our diligent work. <br>
<br>
However, it seems that Snict has nothing to add to these discussions. Let us remove him from our presence.","07/24/08 16:26:59",31,,30,150,0,"Hello, all. I look forward to many profitable discussions on the exploitation - err - exploration of these newly discovered lands. King Ronard will surely reward us for our diligent work. 

However, it seems that Snict has nothing to add to these discussions. Let us remove him from our presence."
592,"right now there isn't any automatic killing.. although I am going to put in something where the site will suggest to the game master who it thinks should die do to player actions...<br>
<br>
I think that it should remain manual so that a game master has flexibility to play with their rules...<br>
<br>
the best way to decide as the game master who to kill is to go to the admin page (link in the upper right hand corner)...<br>
<br>
it will contain a list of all the players' actions for that day... seer, guardian, mafia, vote...<br>
you should be able to use that info to set up the kills based on the results of the day.<br>
<br>
it seems to work pretty well for me.. but any feedback would be appreciated.<br>
<br>
","07/24/08 16:27:38",40,,15,-1,0,"right now there isn't any automatic killing.. although I am going to put in something where the site will suggest to the game master who it thinks should die do to player actions...

I think that it should remain manual so that a game master has flexibility to play with their rules...

the best way to decide as the game master who to kill is to go to the admin page (link in the upper right hand corner)...

it will contain a list of all the players' actions for that day... seer, guardian, mafia, vote...
you should be able to use that info to set up the kills based on the results of the day.

it seems to work pretty well for me.. but any feedback would be appreciated.

"
593,"I'm not sure if this is a ""bug"" exactly, since it's happening only on my profile...but I can't view it. It shows my email correctly and then:<br>
<blockquote><hr noshade>sig:	<br>
<br>
Microsoft VBScript runtime error '800a005e'<br>
<br>
Invalid use of Null: 'replace'<br>
<br>
/member.asp, line 122 <hr noshade></blockquote><br>
<br>
I can view other people's profiles with no problem.","07/24/08 16:32:07",29,,30,-1,0,"I'm not sure if this is a ""bug"" exactly, since it's happening only on my profile...but I can't view it. It shows my email correctly and then:
[quote]sig:	

Microsoft VBScript runtime error '800a005e'

Invalid use of Null: 'replace'

/member.asp, line 122 [/quote]

I can view other people's profiles with no problem."
594,"oh, I see. so there's no seperate night phase. interesting. and broken in favor of roles that can communicate (i.e. mafia)<br>
<br>
feedback: it's a bit confusing that the ""guardian"" action is nested in there among the votes, harder to notice. guess if I knew where to look, I would've seen it fairly easily, though. no particular problem with it, it just wasn't very clear to me what to do.<br>
<br>
I see. well, I'm not going to leave WC as confirmed town in the game, so WC is modkilled for want of a better solution. sorry. town, carry on.<br>
<br>
edit: I just realized this confirms Pika too. let's reboot this game.","07/24/08 16:34:25",40,,22,-1,0,"oh, I see. so there's no seperate night phase. interesting. and broken in favor of roles that can communicate (i.e. mafia)

feedback: it's a bit confusing that the ""guardian"" action is nested in there among the votes, harder to notice. guess if I knew where to look, I would've seen it fairly easily, though. no particular problem with it, it just wasn't very clear to me what to do.

I see. well, I'm not going to leave WC as confirmed town in the game, so WC is modkilled for want of a better solution. sorry. town, carry on.

edit: I just realized this confirms Pika too. let's reboot this game."
595,,"07/24/08 16:37:36",40,"Day 0 (game reset!)",22,-1,0,
596,"roles redistributed, game on! (no flavor now, sorry)","07/24/08 16:38:50",40,,22,-1,0,"roles redistributed, game on! (no flavor now, sorry)"
597,"<blockquote><hr noshade>I'm not sure if this is a ""bug"" exactly, since it's happening only on my profile...but I can't view it. It shows my email correctly and then:<br>
<blockquote><hr noshade>sig:	<br>
<br>
Microsoft VBScript runtime error '800a005e'<br>
<br>
Invalid use of Null: 'replace'<br>
<br>
/member.asp, line 122 <hr noshade></blockquote><br>
<br>
I can view other people's profiles with no problem.<hr noshade></blockquote><br>
<br>
fixed!","07/24/08 16:39:17",29,,15,-1,0,"[quote]I'm not sure if this is a ""bug"" exactly, since it's happening only on my profile...but I can't view it. It shows my email correctly and then:
[quote]sig:	

Microsoft VBScript runtime error '800a005e'

Invalid use of Null: 'replace'

/member.asp, line 122 [/quote]

I can view other people's profiles with no problem.[/quote]

fixed!"
598,,"07/24/08 16:39:46",40,"Day 1",22,-1,0,
599,"Thank you.","07/24/08 16:41:52",29,,30,-1,0,"Thank you."
600,"slip up, slip up! lynch the evil conspirator!","07/24/08 16:42:02",31,,22,151,0,"slip up, slip up! lynch the evil conspirator!"
601,"Are you saying that you oppose using these lands in a profitable manner, contrary to the wishes of our king? You know who <i>else</i> opposes the wishes of our king?<br>
<br>
The assassins, that's who!","07/24/08 16:43:39",31,,30,-1,0,"Are you saying that you oppose using these lands in a profitable manner, contrary to the wishes of our king? You know who [i]else[/i] opposes the wishes of our king?

The assassins, that's who!"
602,"it has been my suspicion that you were following your algorithm based on the forum post..<br>
I will be very curious so how this plays out.. :)<br>
","07/24/08 16:49:35",31,,15,-1,0,"it has been my suspicion that you were following your algorithm based on the forum post..
I will be very curious so how this plays out.. :)
"
603,"vote korts for taking away my successful protect :D","07/24/08 17:35:32",40,,21,-1,0,"vote korts for taking away my successful protect :D"
604,"one more player to go... unfortuneatly dethy wont work, I can do vig-happy mafia though which might be pretty fun although breakable","07/24/08 18:46:19",39,,21,-1,0,"one more player to go... unfortuneatly dethy wont work, I can do vig-happy mafia though which might be pretty fun although breakable"
605,,"07/24/08 19:00:37",33,"Day 3",20,-1,0,
606,"heh... very funny to see posts from the previous mafia...","07/24/08 19:56:06",40,,15,-1,2,"heh... very funny to see posts from the previous mafia..."
607,"uuuuhhh... hum I'll wait for a bandwagon to jump on....","07/24/08 22:09:06",40,,17,-1,0,"uuuuhhh... hum I'll wait for a bandwagon to jump on...."
608,"just so you guys know.. day ending tonight...<br>
<br>
:)","07/24/08 22:26:17",31,,15,-1,0,"just so you guys know.. day ending tonight...

:)"
609,"go jump","07/24/08 22:34:50",40,,21,153,0,"go jump"
610,"game starting soon","07/24/08 22:48:56",39,,21,-1,0,"game starting soon"
611,"now that was mean.... I was kinda in character too!","07/24/08 22:56:32",40,,17,154,0,"now that was mean.... I was kinda in character too!"
612,"Congrats!  You are in the mafia!  Go kill those townies","07/24/08 23:04:47",39,,21,-1,2,"Congrats!  You are in the mafia!  Go kill those townies"
613,"A mayoral invitation, amazing.  You never expected to hear from the great Mayor Pika of Pikadopolas, but when you got home the answering machine explained it all.  You were one of the chosen few that he wanted to talk to, in order to fix a social issue in the city, how you qualified for that position or what it was you never will know.  High school was rough and you barely got out of there, and for the last few years you had been working at the local Taco Bell.<br>
<br>
Arriving at the city hall you walked up the front stairs, eager to save the town.  Down the great hall you enter conference room C and are surprised to see the room has seven other people already waiting inside.  Taking a seat at the only open chair left at the end of a long table, you start small talk with the others.<br>
<br>
Why are you here?  What will you be doing?  People bring up the economic depression, the alarming school dropout rate, the corruption in city hall (not from Mayor Pika).  Eventually though the doors swing open and in walked Mayor Pika<br>
<br>
A sight to be seen indeed, tall and thin with short, spiked black hair.  What made the scene though was his bright yellow suit and slacks.  A few people giggled to themselves as he walked by, and you wonder how someone like him had ever been appointed mayor in the first place.  Little did you know he was a master debater, and had the ability to sway and individual with a few choice words, still, a sight to be seen though.<br>
<br>
“Citizens,” he begins as he takes his spot at the table head, “We have a problem in this city, and as you know, its election season.”<br>
<br>
Groans rose from the table, you start daydreaming, “Im not even registered to vote” you think.<br>
<br>
“I know you are all excited about the debates, I know I am,” Mayor Pika droaned on “but I need to nip a problem we have before these debates even begin.  That’s the problem with the mafia that have invaded the town.”<br>
<br>
“Yeah how bout that?” You yell, “What do we look like, the freakin cops?”<br>
<br>
“No no my friend,” says the Mayor, grinning slightly “I already talked to the cops, and they had a lot of information for me.  They never were able to figure who the mafia members are, but they did figure out there were two of them.”<br>
<br>
You didn’t like where this was going, looking around the table you apparently weren’t the only one.<br>
<br>
Now breaking into a full smile the Mayor continues “Two of you are mafia, we just don’t know who.  Now instead of deciding this in a civil manor, we are going to let you duke it out yourself”  Mayor Pika starts heading for the door.  “Under that table is a length of strong rope, and that big beam up there, that should hold the weight of a human body.”<br>
<br>
The table erupts in conversation as he reaches the door, he stops, and turns his head slightly. “I expect to see a body every night, you should expect to see one every morning.”<br>
<br>
The door snaps shut, and you hear chains and a padlock click on the other side.  Everyone around the table stares at each other.  Who are you gunna kill?<br>
<br>
~~~It is now Day 1, Five vote will lynch someone~~~<br>
","07/24/08 23:05:52",39,,21,-1,0,"A mayoral invitation, amazing.  You never expected to hear from the great Mayor Pika of Pikadopolas, but when you got home the answering machine explained it all.  You were one of the chosen few that he wanted to talk to, in order to fix a social issue in the city, how you qualified for that position or what it was you never will know.  High school was rough and you barely got out of there, and for the last few years you had been working at the local Taco Bell.

Arriving at the city hall you walked up the front stairs, eager to save the town.  Down the great hall you enter conference room C and are surprised to see the room has seven other people already waiting inside.  Taking a seat at the only open chair left at the end of a long table, you start small talk with the others.

Why are you here?  What will you be doing?  People bring up the economic depression, the alarming school dropout rate, the corruption in city hall (not from Mayor Pika).  Eventually though the doors swing open and in walked Mayor Pika

A sight to be seen indeed, tall and thin with short, spiked black hair.  What made the scene though was his bright yellow suit and slacks.  A few people giggled to themselves as he walked by, and you wonder how someone like him had ever been appointed mayor in the first place.  Little did you know he was a master debater, and had the ability to sway and individual with a few choice words, still, a sight to be seen though.

“Citizens,” he begins as he takes his spot at the table head, “We have a problem in this city, and as you know, its election season.”

Groans rose from the table, you start daydreaming, “Im not even registered to vote” you think.

“I know you are all excited about the debates, I know I am,” Mayor Pika droaned on “but I need to nip a problem we have before these debates even begin.  That’s the problem with the mafia that have invaded the town.”

“Yeah how bout that?” You yell, “What do we look like, the freakin cops?”

“No no my friend,” says the Mayor, grinning slightly “I already talked to the cops, and they had a lot of information for me.  They never were able to figure who the mafia members are, but they did figure out there were two of them.”

You didn’t like where this was going, looking around the table you apparently weren’t the only one.

Now breaking into a full smile the Mayor continues “Two of you are mafia, we just don’t know who.  Now instead of deciding this in a civil manor, we are going to let you duke it out yourself”  Mayor Pika starts heading for the door.  “Under that table is a length of strong rope, and that big beam up there, that should hold the weight of a human body.”

The table erupts in conversation as he reaches the door, he stops, and turns his head slightly. “I expect to see a body every night, you should expect to see one every morning.”

The door snaps shut, and you hear chains and a padlock click on the other side.  Everyone around the table stares at each other.  Who are you gunna kill?

~~~It is now Day 1, Five vote will lynch someone~~~
"
614,,"07/24/08 23:06:06",39,"Day 1",21,-1,0,
615,"ummm, Pika if u read this can u please tell me if I need to wait till ""the night cycle"" to use the mafia forum.... I'm new to this game","07/24/08 23:15:25",39,,17,-1,2,"ummm, Pika if u read this can u please tell me if I need to wait till ""the night cycle"" to use the mafia forum.... I'm new to this game"
616,"you set me up for it so well though!","07/24/08 23:36:51",40,,21,-1,0,"you set me up for it so well though!"
617,"lol I did, I will have to be more careful next time!","07/24/08 23:40:25",40,,17,-1,0,"lol I did, I will have to be more careful next time!"
618,"Hmmm.... who looks suspicious?<br>
I think I saw Korts involved in shady activity out behind the taco bell....<br>
","07/25/08 00:43:06",39,,32,155,0,"Hmmm.... who looks suspicious?
I think I saw Korts involved in shady activity out behind the taco bell....
"
619,"boo!  :-)","07/25/08 02:19:04",40,,26,-1,2,"boo!  :-)"
620,"eek!.... sweet","07/25/08 02:42:42",40,,15,-1,2,"eek!.... sweet"
621,"how about ace tonight?","07/25/08 02:43:16",40,,15,-1,2,"how about ace tonight?"
622,"Hmm.. decisions, decisions....<br>
well since Pika was going to be nice enough to defend me.. I gotta pick somebody else...","07/25/08 02:44:29",40,,15,156,0,"Hmm.. decisions, decisions....
well since Pika was going to be nice enough to defend me.. I gotta pick somebody else..."
623,"awesome setup.. this'll be fun..","07/25/08 02:45:20",39,,15,-1,0,"awesome setup.. this'll be fun.."
624,"Random vote.<br>
","07/25/08 03:14:48",39,,20,158,0,"Random vote.
"
625,,"07/25/08 03:15:51",33,"GAME ENDED!",20,-1,0,
626,"such a short deadline for such little activity<br>
<br>
<b>daykill: Snict</b><br>
<br>
nah, won't do anything","07/25/08 03:33:46",31,,22,-1,0,"such a short deadline for such little activity

[b]daykill: Snict[/b]

nah, won't do anything"
627,"you can talk during the day if you want given that this nice little side section is set up.<br>
<br>
your partner is lalelaubach by the way","07/25/08 03:54:10",39,,21,-1,2,"you can talk during the day if you want given that this nice little side section is set up.

your partner is lalelaubach by the way"
628,"cool. nice flavor. I'm gonna go with ace, he obviously aced his exams in school, and that doesn't fit the flavor at all. BTW, eight guys working in the same taco bell? a bit suspicious.<br>
<br>
EDIT: and guys, let's not bandwagon to lynch for a while, if possible. I'd like to opt for discussion this time.","07/25/08 04:14:54",39,,22,159,0,"cool. nice flavor. I'm gonna go with ace, he obviously aced his exams in school, and that doesn't fit the flavor at all. BTW, eight guys working in the same taco bell? a bit suspicious.

EDIT: and guys, let's not bandwagon to lynch for a while, if possible. I'd like to opt for discussion this time."
629,"<blockquote><hr noshade>What is this name?! What does it mean, this, ""TofyStedeth""?! The unknown infuriates and humbles me!<hr noshade></blockquote><br>
Your Xenophobia infuriates me!","07/25/08 09:50:08",31,,31,160,0,"[quote]What is this name?! What does it mean, this, ""TofyStedeth""?! The unknown infuriates and humbles me![/quote]
Your Xenophobia infuriates me!"
630,"Because I personally prefer burritos.","07/25/08 10:30:19",39,,28,161,0,"Because I personally prefer burritos."
631,"ok then, more descussion time less bandwagoning... ok!","07/25/08 11:28:15",39,,17,162,0,"ok then, more descussion time less bandwagoning... ok!"
632,"oh ok!","07/25/08 11:29:53",39,,17,-1,2,"oh ok!"
633,"I saw MafiaSSK talking to Korts one day at the tacobell! the Mafia are not very subtle with their nick names are they? (I'm in character now!)","07/25/08 11:34:10",39,,17,-1,0,"I saw MafiaSSK talking to Korts one day at the tacobell! the Mafia are not very subtle with their nick names are they? (I'm in character now!)"
634,"is there really a need for a night cycle with the Mafia forum... you could just read this at night, or just do the mafia action and lynching at the same time.... there is no need for a night cycle... unless i missed something?","07/25/08 11:39:52",39,,17,-1,2,"is there really a need for a night cycle with the Mafia forum... you could just read this at night, or just do the mafia action and lynching at the same time.... there is no need for a night cycle... unless i missed something?"
635,"All delegates placed their vote into the <i>Deciding Cup</i> and the votes were tallied.  It was agreed.  Korts, the tall and lanky delegate from the dark and depressing <i>Kingdom of Parsonya</i> would be the lynch.  His quiet demenor and grim countenance cast immediate suspicion on him.  His dark style of dress and pre-occupation with death didn't help his odds either.<br>
<br>
This alone was enough to convict among this paranoid and frightened group.  In accordance with <a href='http://elothtes.pbwiki.com/Law+269'>Law 268</a>, Korts was put to death in the usual way... <i>by item</i> (in this case it was a large blunt instrument).<br>
<br>
As the votes had been counted, <b>Ace</b>, the delegate from the proud warrior nation of <i>Kelembad</i> was looking uncomfortable.  He possessed none of the hardy stoutness the people of that rough land are known for, and for that matter none of the musical talent either.  Looks were exchanged behind his back, and the delegates silently agreed on who they would be selecting next for the lynch.<br>
<br>
As the delegates bedded down for the night in their sparsely medieval yet incongruously luxurious lodgings in far towers of Ronard's castle, they were convinced that they had done some good and had a plan as to whom they would target next. <br>
<br>
The sad truth for the delegates though, is that some Kelembadians <i>just can't sing</i>, and Ace was guilty of nothing more than a beady eyes and a club foot.  In the morning, Ace's body was found in the voting chamber, eyes staring wide, a look of abject terror on his face, body unnaturally pale, but not a mark on it.  A victim of the assassins, it was clear he has seen something just before death that was so horrible and evil that the shock alone has been the death of him.<br>
<br>
Servants report seeing to cloaked figures leaving the antechamber close to dawn.  <i>Two</i>... So Korts had been innocent.  Well, as innocent as anyone who dwells so close to the shadows of the <i>Chasm of Eternal Sorrow</i> could possibly be; certainly no assassin.<br>
<br>
Now six delegates remain, and another day of deliberation begins.  Ace had been another innocent.  Clearly judging solely on appearance was not going to be the way to ensure success in this most deadly situation.<br>
<br>
","07/25/08 12:33:55",31,"Day 2",15,-1,0,"All delegates placed their vote into the [i]Deciding Cup[/i] and the votes were tallied.  It was agreed.  Korts, the tall and lanky delegate from the dark and depressing [i]Kingdom of Parsonya[/i] would be the lynch.  His quiet demenor and grim countenance cast immediate suspicion on him.  His dark style of dress and pre-occupation with death didn't help his odds either.

This alone was enough to convict among this paranoid and frightened group.  In accordance with [url=http://elothtes.pbwiki.com/Law+269]Law 268[/url], Korts was put to death in the usual way... [i]by item[/i] (in this case it was a large blunt instrument).

As the votes had been counted, [b]Ace[/b], the delegate from the proud warrior nation of [i]Kelembad[/i] was looking uncomfortable.  He possessed none of the hardy stoutness the people of that rough land are known for, and for that matter none of the musical talent either.  Looks were exchanged behind his back, and the delegates silently agreed on who they would be selecting next for the lynch.

As the delegates bedded down for the night in their sparsely medieval yet incongruously luxurious lodgings in far towers of Ronard's castle, they were convinced that they had done some good and had a plan as to whom they would target next. 

The sad truth for the delegates though, is that some Kelembadians [i]just can't sing[/i], and Ace was guilty of nothing more than a beady eyes and a club foot.  In the morning, Ace's body was found in the voting chamber, eyes staring wide, a look of abject terror on his face, body unnaturally pale, but not a mark on it.  A victim of the assassins, it was clear he has seen something just before death that was so horrible and evil that the shock alone has been the death of him.

Servants report seeing to cloaked figures leaving the antechamber close to dawn.  [i]Two[/i]... So Korts had been innocent.  Well, as innocent as anyone who dwells so close to the shadows of the [i]Chasm of Eternal Sorrow[/i] could possibly be; certainly no assassin.

Now six delegates remain, and another day of deliberation begins.  Ace had been another innocent.  Clearly judging solely on appearance was not going to be the way to ensure success in this most deadly situation.

"
636,"In an attempt to bandwagon no one, I will help to evenly distribute the votes. :)<br>
<br>
Hey.. I think that I'm going to be locked in a room with a couple of psychopaths for a few days, can somebody call my shift manager, Mikey, and let him know I'm not going to be around the taco bell for a few days... he said he was cool with me not showing up as long as I called in advance... jeez.. no wonder they made him the supervisor...<br>
","07/25/08 13:04:37",39,,15,163,0,"In an attempt to bandwagon no one, I will help to evenly distribute the votes. :)

Hey.. I think that I'm going to be locked in a room with a couple of psychopaths for a few days, can somebody call my shift manager, Mikey, and let him know I'm not going to be around the taco bell for a few days... he said he was cool with me not showing up as long as I called in advance... jeez.. no wonder they made him the supervisor...
"
637,"eight seems to be the magic number around here.. so I'll wait for at least two more to join..","07/25/08 13:05:42",41,,15,-1,0,"eight seems to be the magic number around here.. so I'll wait for at least two more to join.."
638,"yeah.. sorry SSK.. I had stepped in and ended the game because everyone had revealed themselves and didn't want to leave them hanging...","07/25/08 13:07:38",33,,15,-1,0,"yeah.. sorry SSK.. I had stepped in and ended the game because everyone had revealed themselves and didn't want to leave them hanging..."
639,"well you still select a night kill","07/25/08 14:10:40",39,,21,-1,2,"well you still select a night kill"
640,"oh yeah, while you're talkin' to Mike, tell him I'm with you too, so I won't be filling in for you, k?<br>
<br>
by the way, deliberately avoiding bandwagons is suspicious activity. you're just not supposed to lynch the poor guy so soon like in every game on this site so far...","07/25/08 15:08:53",39,,22,164,0,"oh yeah, while you're talkin' to Mike, tell him I'm with you too, so I won't be filling in for you, k?

by the way, deliberately avoiding bandwagons is suspicious activity. you're just not supposed to lynch the poor guy so soon like in every game on this site so far..."
641,"oh noes, I got killed in Magic Sword Kings! damn you foolish town!<br>
<br>
WC, is it possible to give the dead players an option for a single ""bah""-type post? I mean that after they're dead, they can post a single post, if they want to, and no more. probably also restricting the number of letters to avoid death FoSes and ""remember that I wanted him dead"" kind of posts.","07/25/08 15:13:45",40,,22,-1,0,"oh noes, I got killed in Magic Sword Kings! damn you foolish town!

WC, is it possible to give the dead players an option for a single ""bah""-type post? I mean that after they're dead, they can post a single post, if they want to, and no more. probably also restricting the number of letters to avoid death FoSes and ""remember that I wanted him dead"" kind of posts."
642,"so there's a way now that game runners can sub players in, mid-game.. if you're interested in being replaced in .. feel free to sign up here...","07/25/08 16:59:40",45,,15,-1,0,"so there's a way now that game runners can sub players in, mid-game.. if you're interested in being replaced in .. feel free to sign up here..."
643,"Snict, it seems, cast the deciding vote on the innocent Korts, immediately after the first vote was placed. He gave no reason for this, and also went for the villager claim, but didn't die. Looks pretty bad, Snict! Die, assassin.","07/25/08 19:13:24",31,,30,165,0,"Snict, it seems, cast the deciding vote on the innocent Korts, immediately after the first vote was placed. He gave no reason for this, and also went for the villager claim, but didn't die. Looks pretty bad, Snict! Die, assassin."
644,"yes.. i believe that snict is using his method devised in post #82 of <a href='http://phalla.somee.com/gamedisplay.asp?g=33'>this game</a>.  I can't imagine that he's going to last too long working that way.<br>
","07/25/08 19:31:39",31,,32,-1,0,"yes.. i believe that snict is using his method devised in post #82 of [url=http://phalla.somee.com/gamedisplay.asp?g=33]this game[/url].  I can't imagine that he's going to last too long working that way.
"
655,"Hey, Otaku! I seered you last night, and you're innocent. Weatheredclown just added on this handy ""trusted"" feature, so now I get to tell you about it.<br>
<br>
Tonight I'm planning on seering MafiaSSK; there's not a whole lot to build suspicion on so far and he's as good as any.","07/25/08 21:36:10",31,,30,-1,76003,"Hey, Otaku! I seered you last night, and you're innocent. Weatheredclown just added on this handy ""trusted"" feature, so now I get to tell you about it.

Tonight I'm planning on seering MafiaSSK; there's not a whole lot to build suspicion on so far and he's as good as any."
656,"swanky! so should I follow your vote on the main forum?<br>
","07/25/08 21:55:36",31,,32,-1,76003,"swanky! so should I follow your vote on the main forum?
"
657,"Not unless it's needed to get the majority there; if MafiaSSK turns out to be evil I'm going to want you to reveal as a mouthpiece tomorrow. And if you've followed my vote it makes it easier to see that I'm the seer.","07/25/08 22:13:31",31,,30,-1,76003,"Not unless it's needed to get the majority there; if MafiaSSK turns out to be evil I'm going to want you to reveal as a mouthpiece tomorrow. And if you've followed my vote it makes it easier to see that I'm the seer."
658,"For now, just vote for someone else. I don't really have my heart set on Snict anyway; he could be evil or not. ","07/25/08 22:14:09",31,,30,-1,76003,"For now, just vote for someone else. I don't really have my heart set on Snict anyway; he could be evil or not. "
659,"Y'know, Clown, you could show this to those MafiaScum guys. They'd probably get a kick outta this.<br>
<br>
Also if you do, try and ask them whatever happened to their Count-Counter software. I've been tryin' to work on one for over month and I just can't seem to really get it to go right","07/25/08 23:00:15",29,,16,-1,0,"Y'know, Clown, you could show this to those MafiaScum guys. They'd probably get a kick outta this.

Also if you do, try and ask them whatever happened to their Count-Counter software. I've been tryin' to work on one for over month and I just can't seem to really get it to go right"
660,"lets get rid of Otaku Taco","07/25/08 23:21:28",39,,17,-1,2,"lets get rid of Otaku Taco"
661,"just cuz he's not contributing to conversation","07/25/08 23:21:53",39,,17,-1,2,"just cuz he's not contributing to conversation"
662,"I'll look into what it would take to put in the ability for a ""bah""<br>
","07/25/08 23:35:11",40,,15,174,0,"I'll look into what it would take to put in the ability for a ""bah""
"
663,"Is Snict seriously going to die one vote to zero? Come on, assassins...both of you vote for the same person to kill them instead. You <i>know</i> you want to.","07/26/08 00:34:25",31,,30,-1,0,"Is Snict seriously going to die one vote to zero? Come on, assassins...both of you vote for the same person to kill them instead. You [i]know[/i] you want to."
664,"I'll let this day run into tomorrow and see what happens","07/26/08 01:54:05",31,,15,-1,0,"I'll let this day run into tomorrow and see what happens"
665,"So, the assassins don't want to save Snict, then! Okay! Let's see if they want to save krosius instead.","07/26/08 02:38:57",31,,30,175,0,"So, the assassins don't want to save Snict, then! Okay! Let's see if they want to save krosius instead."
666,"Huh. Ok then.<br>
<br>
And while I'm at it, I'll blow my one-shot on lignisse! Take that, you hostage taker! ","07/26/08 03:00:49",31,,29,177,0,"Huh. Ok then.

And while I'm at it, I'll blow my one-shot on lignisse! Take that, you hostage taker! "
667,"Appears it can only show one option at a time. I voted snict too.","07/26/08 03:01:22",31,,29,178,0,"Appears it can only show one option at a time. I voted snict too."
668,"Hey now. Please don't do that. It would be bad.","07/26/08 04:40:03",31,,30,-1,0,"Hey now. Please don't do that. It would be bad."
669,"I guess now I have to reveal that I'm the seer and ask for the guard. Please use your one-shot elsewhere, and I'll put my vote over on Tofy (I don't think Snict is evil, because the assassins didn't vote to save him)","07/26/08 04:45:31",31,,30,179,0,"I guess now I have to reveal that I'm the seer and ask for the guard. Please use your one-shot elsewhere, and I'll put my vote over on Tofy (I don't think Snict is evil, because the assassins didn't vote to save him)"
670,"vote","07/26/08 04:45:42",31,,30,180,0,"vote"
671,"On the chance that the guard doesn't see my post in time, I'll also reveal that OtakuTaco was seered innocent night 1, so that the information doesn't die with me.","07/26/08 04:48:55",31,,30,-1,0,"On the chance that the guard doesn't see my post in time, I'll also reveal that OtakuTaco was seered innocent night 1, so that the information doesn't die with me."
